time,mag,fwd,gyro,hasGyro
35.4045,0.8825711,0.3228219,-22.09884,True
35.4245,0.8632259,0.3079122,-22.13948,True
35.44449,0.862506,0.3016784,-22.13256,True
35.46449,0.8687,0.3147079,-22.09566,True
35.48449,0.8687,0.310153,-22.07098,True
35.50448,0.8508934,0.3084394,-21.99193,True
35.52448,0.8851404,0.3233769,-21.84153,True
35.54448,0.8980975,0.3212186,-21.7029,True
35.56447,0.89051,0.3045528,-21.4621,True
35.58447,0.8432892,0.2809092,-21.17011,True
35.60446,0.8432892,0.277287,-20.73277,True
35.62445,0.8233659,0.251551,-20.4437,True
35.64445,0.9095923,0.2485851,-19.99531,True
35.66444,0.8957643,0.2101761,-19.57813,True
35.68444,0.9035863,0.1975058,-18.89236,True
35.70444,0.8669507,0.1977282,-17.93262,True
35.72443,0.8669507,0.1827035,-17.17071,True
35.74443,0.9053183,0.2179518,-16.78971,True
35.76443,0.9688953,0.2703872,-15.82056,True
35.78442,0.9745588,0.2906901,-15.42001,True
35.80442,1.006719,0.3065103,-14.41192,True
35.82442,1.000934,0.2898244,-13.60621,True
35.84441,1.000934,0.2806043,-13.18942,True
35.86441,1.022869,0.2746359,-12.17132,True
35.88441,1.020391,0.2582096,-11.18609,True
35.9044,1.003981,0.2450154,-10.3748,True
35.9244,0.9939784,0.2313638,-9.966012,True
35.94439,1.026712,0.2164537,-8.923848,True
35.96439,1.026712,0.206772,-8.501306,True
35.98439,1.029268,0.1831321,-7.397513,True
36.00438,1.054788,0.18655,-6.949491,True
36.02438,1.139061,0.2464861,-5.392287,True
36.04437,1.206499,0.2740841,-4.955173,True
36.06437,1.248892,0.2606764,-3.856105,True
36.08437,1.159723,0.2258892,-3.40781,True
36.10436,1.159723,0.2164735,-2.275488,True
36.12436,1.171139,0.1747446,-1.343799,True
36.14436,1.231549,0.1435264,-0.6198583,True
36.16435,1.190904,0.1032377,0.3664722,True
36.18435,1.192587,0.08513957,1.604414,True
36.20435,1.19199,0.06559724,2.593987,True
36.22434,1.19199,0.04987574,3.341138,True
36.24434,1.183096,0.02197638,4.315636,True
36.26434,1.2277,-0.01151451,4.791979,True
36.28433,1.192764,-0.06034976,5.978475,True
36.30433,1.223526,-0.1036945,7.157115,True
36.32433,1.223526,-0.1190432,8.095259,True
36.34432,1.175449,-0.139084,8.562593,True
36.36432,1.147026,-0.1463235,9.722486,True
36.38432,1.199577,-0.1601985,10.18687,True
36.40431,1.197443,-0.1803206,11.33414,True
36.42431,1.179766,-0.1981218,12.23499,True
36.44431,1.160898,-0.1913854,12.9048,True
36.4643,1.160898,-0.2011382,13.85498,True
36.4843,1.162124,-0.1933152,14.90331,True
